id,title,price,location,rooms,square_meters,listing_date,url,scraped_at
EJ-cc7b8018f5,Arevtürk'den Kuşpınar'da Kiralık 95 M2 2+1 Daire,16.000 ₺,"Denizli, Pamukkale",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/arevturk-den-kuspinar-da-kiralik-95-m2-21-daire-19524554,2026-06-25 23:46:27
EJ-08c43eb7d1,Keşif'ten Güvenlikli Site İçerisnde Geniş Kullanımlı Kiralık 1+1,25.000 ₺,"Ankara, Mamak",1+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/kesif-ten-guvenlikli-site-icerisnde-genis-kullanimli-kiralik-11-19524553,2026-06-25 23:46:27
EJ-949c31e629,Lidya'dan Ekim Sitesinde İci Komple Bakımlı Deniz Manzaralı,25.000 ₺,"Kocaeli, Gölcük",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/lidya-dan-ekim-sitesinde-ici-komple-bakimli-deniz-manzarali-19524545,2026-06-25 23:46:27
EJ-3340703738,Evinibul'dan Metroya Yakın 150m2 İskanlı 3+2 Dubleks Daire,57.500 ₺,"İstanbul, Ataşehir",3+2,150 m²,25.06.2026,https://www.emlakjet.com/ilan/evinibul-dan-metroya-yakin-150m2-iskanli-32-dubleks-daire-19524540,2026-06-25 23:46:27
EJ-d99d7086f5,Menderes Metro Dibinde 2+1 Ev Sahibinden Kiralık Daire,23.000 ₺,"İstanbul, Esenler",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/menderes-metro-dibinde-21-ev-sahibinden-kiralik-daire-19524537,2026-06-25 23:46:27
EJ-dcd4cd138d,Tokat Bizim Emlaktan Kiralık Daire,14.000 ₺,"Tokat, Merkez",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/tokat-bizim-emlaktan-kiralik-daire-19524524,2026-06-25 23:46:27
EJ-cc3578d375,Sönmez Gayrimenkul'dan Kiralık 2+1 Eşyalı Bu Fiyata Kaçmaz,17.500 ₺,"Hatay, Dörtyol",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/sonmez-gayrimenkul-dan-kiralik-21-esyali-bu-fiyata-kacmaz-19524519,2026-06-25 23:46:27
EJ-809c73cd4a,2+1 Kiralık Dairemiz Mimar Sinanda,22.000 ₺,"Kocaeli, Gebze",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/21-kiralik-dairemiz-mimar-sinanda-19524507,2026-06-25 23:46:27
EJ-5c01789010,Pegaas'tan Üniversite Mh Metrobüse 5dk Arakat Ön Cephe 2+1 Daire,42.000 ₺,"İstanbul, Avcılar",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/pegaas-tan-universite-mh-metrobuse-5dk-arakat-on-cephe-21-daire-19524482,2026-06-25 23:46:27
EJ-9776b055f2,Seyrantepede Kiralık 2+1 Toki Dairesi,12.000 ₺,"Şanlıurfa, Karaköprü",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/seyrantepede-kiralik-21-toki-dairesi-19524478,2026-06-25 23:46:27
EJ-ceb00e2aaf,Karşıyaka Metro Yakını Geniş Metrekareli Asansörlü Doğalgazlı Arakat Daire,35.000 ₺,"İzmir, Karşıyaka",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/karsiyaka-metro-yakini-genis-metrekareli-asansorlu-dogalgazli-arakat-daire-19524471,2026-06-25 23:46:27
EJ-35c6a3fb51,Eksen Emlak'tan Merkezi Noktada Ulaşıma Yakın Geniş 4+1 Daire,35.000 ₺,"Ankara, Altındağ",4+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/eksen-emlak-tan-merkezi-noktada-ulasima-yakin-genis-41-daire-19524470,2026-06-25 23:46:27
EJ-d8514eacb3,Güneyden Tülin Cad .de Ful+ Ful Eşyalı 2+1.85m2 Ara Kat Daire,40.000 ₺,"İstanbul, Maltepe",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/guneyden-tulin-cad-de-ful-ful-esyali-21-85m2-ara-kat-daire-19524462,2026-06-25 23:46:27
EJ-4ddb120c6b,Güneyden Emek Cad.de 1+1.75m2 Ara Kat Daire,33.000 ₺,"İstanbul, Maltepe",1+1,75 m²,25.06.2026,https://www.emlakjet.com/ilan/guneyden-emek-cad-de-11-75m2-ara-kat-daire-19524460,2026-06-25 23:46:27
EJ-551276d9f9,Pera'dan Şirintepe Eczacılık Yanı Eşyalı Kiralık 1+1 Daire,12.000 ₺,"Eskişehir, Tepebaşı",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/pera-dan-sirintepe-eczacilik-yani-esyali-kiralik-11-daire-19524448,2026-06-25 23:46:27
EJ-6d55031b62,Doğan Yapı Gayrimenkulden Kiralık 2+1 Arakat,26.000 ₺,"İstanbul, Sancaktepe",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/dogan-yapi-gayrimenkulden-kiralik-21-arakat-19524442,2026-06-25 23:46:27
EJ-ee3fa8ee28,Abidin Paşada Yapılı Giriş Kat 3+1 Kiralık Daire,20.000 ₺,"Ankara, Mamak",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/abidin-pasada-yapili-giris-kat-31-kiralik-daire-19524438,2026-06-25 23:46:27
EJ-018ac4aaed,Gazze Caddesinde Etlik Şehir Hastanesine Yakın Yapılı Kiralık,26.000 ₺,"Ankara, Keçiören",3+1,115 m²,25.06.2026,https://www.emlakjet.com/ilan/gazze-caddesinde-etlik-sehir-hastanesine-yakin-yapili-kiralik-19524428,2026-06-25 23:46:27
EJ-4c8282dfa4,Şeref Emlak Yenidoğan Kiralık Daire 37.500 Tl,37.500 ₺,"İstanbul, Gaziosmanpaşa",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/seref-emlak-yenidogan-kiralik-daire-37-500-tl-19524425,2026-06-25 23:46:27
EJ-3af0323d36,Alanya Obada Kiralık 1+1 Site İçi Havuzlu Sıfır Lüks Daire,25.000 ₺,"Antalya, Alanya",1+1,60 m²,25.06.2026,https://www.emlakjet.com/ilan/alanya-obada-kiralik-11-site-ici-havuzlu-sifir-luks-daire-19524422,2026-06-25 23:46:27
EJ-922dee48b3,"Lıon Emlak'tan Hacıyusuf'ta Deniz Manzaralı,eşyalı Kiralık Daire",22.000 ₺,"Balıkesir, Bandırma",1+1,65 m²,25.06.2026,https://www.emlakjet.com/ilan/lion-emlak-tan-haciyusuf-ta-deniz-manzarali-esyali-kiralik-daire-19524413,2026-06-25 23:46:27
EJ-e5bb8599ec,Truva / Onur Gündüzcü'den 75.yıl Camii Yanında Kiralık 3+1 Daire,30.500 ₺,"Samsun, Atakum",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/truva-onur-gunduzcu-den-75-yil-camii-yaninda-kiralik-31-daire-19524402,2026-06-25 23:46:27
EJ-a37e540039,Buca Çamlıkule Mah. Merkezi Lokasyonda 3+1 Kiralık Daire,30.000 ₺,"İzmir, Buca",3+1,115 m²,25.06.2026,https://www.emlakjet.com/ilan/buca-camlikule-mah-merkezi-lokasyonda-31-kiralik-daire-19524398,2026-06-25 23:46:27
EJ-5be5f0770d,Göral Dan Çetin Emeç Ve Hakim Evi Yakını 2+1 Yüksek Giriş,25.000 ₺,"Ankara, Çankaya",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/goral-dan-cetin-emec-ve-hakim-evi-yakini-21-yuksek-giris-19524394,2026-06-25 23:46:27
EJ-74f5028ca4,"Başokur'dan Bahçelievler Yenibosna Metro,ya 5 Dakika Kiralık1+1",30.000 ₺,"İstanbul, Bahçelievler",1+1,52 m²,25.06.2026,https://www.emlakjet.com/ilan/basokur-dan-bahcelievler-yenibosna-metro-ya-5-dakika-kiralik11-19524383,2026-06-25 23:46:27
EJ-2c086a1edc,Ortaca Anacaddede Kiralık 2+1 Sıfır Daire,30.000 ₺,"Muğla, Ortaca",2+1,91 m²,25.06.2026,https://www.emlakjet.com/ilan/ortaca-anacaddede-kiralik-21-sifir-daire-19524381,2026-06-25 23:46:27
EJ-92f40b471b,Soğukkuyu Merkezı Bölgede Eşyalı Kıralık Klımalı 1 + 1 Daıre,25.000 ₺,"İzmir, Bayraklı",1+1,60 m²,25.06.2026,https://www.emlakjet.com/ilan/sogukkuyu-merkezi-bolgede-esyali-kiralik-klimali-1-1-daire-19524380,2026-06-25 23:46:27
EJ-db9fa8f566,Bizimyakadan Yenidoğanda Kiralık 1+1 Eşyalı,20.000 ₺,"İstanbul, Sancaktepe",1+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/bizimyakadan-yenidoganda-kiralik-11-esyali-19524375,2026-06-25 23:46:29
EJ-0021026d42,Muratpaşa'da Kiralık 1+1 Merkezi Konumlu Bodrum Daire,22.000 ₺,"İstanbul, Bayrampaşa",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/muratpasa-da-kiralik-11-merkezi-konumlu-bodrum-daire-19524374,2026-06-25 23:46:29
EJ-614ea6f416,S. Eyyübi Mah Kelebekler Vadisi Yakını Müstakil Tadında 3+1,21.000 ₺,"Konya, Selçuklu",3+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/s-eyyubi-mah-kelebekler-vadisi-yakini-mustakil-tadinda-31-19524370,2026-06-25 23:46:29
EJ-d198a8d9bc,Onkoloji Seyri Antep Kiralık,17.000 ₺,"Gaziantep, Şahinbey",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/onkoloji-seyri-antep-kiralik-19524353,2026-06-25 23:46:29
EJ-16c81c2a81,"Pınarbaşı’nda Sıfır Ayarında, Full Eşyalı Ve Müstakil Bahçeli Kiralık 3+1 Daire",45.000 ₺,"Aydın, Nazilli",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/pinarbasi-nda-sifir-ayarinda-full-esyali-ve-mustakil-bahceli-kiralik-31-daire-19524352,2026-06-25 23:46:29
EJ-cf0c56ec73,Görüklemin Merkezinde Geniş Daire,15.000 ₺,"Bursa, Nilüfer",1+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/goruklemin-merkezinde-genis-daire-19524350,2026-06-25 23:46:29
EJ-e8a6d5d2f0,Çankaya Sokullu Cad Niğde Sok.kiralık Arakat 3+1,36.000 ₺,"Ankara, Çankaya",3+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/cankaya-sokullu-cad-nigde-sok-kiralik-arakat-31-19524347,2026-06-25 23:46:29
EJ-8deda3e6d5,Tunalı'da Kiralık 2+1 Asansörlü Balkonlu Bakımlı Daire,19.000 ₺,"Eskişehir, Tepebaşı",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/tunali-da-kiralik-21-asansorlu-balkonlu-bakimli-daire-19524341,2026-06-25 23:46:29
EJ-c4b1181756,Çukurova Fırın Arkası Ana Yola Yakın Eşyalı Sıfır 1+1 Daire,18.000 ₺,"Adana, Sarıçam",1+1,45 m²,25.06.2026,https://www.emlakjet.com/ilan/cukurova-firin-arkasi-ana-yola-yakin-esyali-sifir-11-daire-19524338,2026-06-25 23:46:29
EJ-2c05859974,Üsküdar Murat Reis'de 2+1 Dubleks 130 M2 Kiralık Daire,75.000 ₺,"İstanbul, Üsküdar",2+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/uskudar-murat-reis-de-21-dubleks-130-m2-kiralik-daire-19524336,2026-06-25 23:46:29
EJ-4e8ee3955b,Sahibinden Kiralık Daire- Çarşı Merkeze Yürüme Mesafesinde,22.500 ₺,"Sakarya, Adapazarı",2+1,92 m²,25.06.2026,https://www.emlakjet.com/ilan/sahibinden-kiralik-daire-carsi-merkeze-yurume-mesafesinde-19524335,2026-06-25 23:46:29
EJ-f99adac51d,Eşme Merkezde 3+1 Doğalgazlı Lüks Daire,23.000 ₺,"Uşak, Eşme",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/esme-merkezde-31-dogalgazli-luks-daire-19524324,2026-06-25 23:46:29
EJ-64afc80730,Eşyalı Kiralık 1+1 Daire,30.500 ₺,"İstanbul, Pendik",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/esyali-kiralik-11-daire-19524321,2026-06-25 23:46:29
EJ-ccd89be3e5,Aras Cadde Sitesinde Sıfır 3+1 Kiralık,45.000 ₺,"İstanbul, Pendik",3+1,115 m²,25.06.2026,https://www.emlakjet.com/ilan/aras-cadde-sitesinde-sifir-31-kiralik-19524319,2026-06-25 23:46:29
EJ-c52721b72c,Miray Emlaktan İsabeylide Eşyalı Kiralık 1+1 Daire,12.000 ₺,"Aydın, Nazilli",1+1,60 m²,25.06.2026,https://www.emlakjet.com/ilan/miray-emlaktan-isabeylide-esyali-kiralik-11-daire-19524312,2026-06-25 23:46:29
EJ-f9796f983e,Rw Lıfe // Orhangazi Eşyalı Arakat Önü Açık 2+1 Kiralık Daire,25.000 ₺,"Eskişehir, Odunpazarı",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/rw-life-orhangazi-esyali-arakat-onu-acik-21-kiralik-daire-19524304,2026-06-25 23:46:29
EJ-1a476124dd,Necıp Fazıl Mah Metroya Yürüme Mesafesınde Kıralık Daıre,35.000 ₺,"İstanbul, Ümraniye",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/necip-fazil-mah-metroya-yurume-mesafesinde-kiralik-daire-19524294,2026-06-25 23:46:29
EJ-2aee3afe55,Menemen 9 Eylül Mahallesi İzban Yakını 1+1 Kiralık Daire,26.000 ₺,"İzmir, Menemen",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/menemen-9-eylul-mahallesi-izban-yakini-11-kiralik-daire-19524290,2026-06-25 23:46:29
EJ-8aa3526831,Emlak Center'dan Kiralık Muradiye Mah. 2+1 Açık Mutfak Arakat,22.000 ₺,"Manisa, Yunusemre",2+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/emlak-center-dan-kiralik-muradiye-mah-21-acik-mutfak-arakat-19524289,2026-06-25 23:46:29
EJ-f14e3b538f,Pelitli'de Sıfır Eşyalı 1+1 Kiralık Daire,18.000 ₺,"Trabzon, Ortahisar",1+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/pelitli-de-sifir-esyali-11-kiralik-daire-19524286,2026-06-25 23:46:29
EJ-4bf20269ef,Gebze Adem Yavuz Cadde Üstü Arakat 2+1 Asansörlü Kiralık,24.000 ₺,"Kocaeli, Gebze",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/gebze-adem-yavuz-cadde-ustu-arakat-21-asansorlu-kiralik-19524285,2026-06-25 23:46:29
EJ-da9a7a8074,Altınkule'den Güneypark-1 De Güney Vadi Manz. Kiralık 4+1 Daire,65.000 ₺,"Ankara, Çankaya",4+1,250 m²,25.06.2026,https://www.emlakjet.com/ilan/altinkule-den-guneypark-1-de-guney-vadi-manz-kiralik-41-daire-19524275,2026-06-25 23:46:29
EJ-f7f760b618,Görüklede Harika Konumda 2+1 Eşyalı Arakat Kiralık Daire,17.000 ₺,"Bursa, Nilüfer",2+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/goruklede-harika-konumda-21-esyali-arakat-kiralik-daire-19524273,2026-06-25 23:46:29
EJ-5c4f8886c6,W Property Yatay Mimariye Sahip Havuzlu Eşyalı Kiralık 3+1,420.000 ₺,"Mersin, Mezitli",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/w-property-yatay-mimariye-sahip-havuzlu-esyali-kiralik-31-19524265,2026-06-25 23:46:29
EJ-f0df370f74,Aydınlar Mahallesi Site İçerisinde 3+1 A.mutfak Kiralık Daire,26.500 ₺,"Adana, Seyhan",3+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/aydinlar-mahallesi-site-icerisinde-31-a-mutfak-kiralik-daire-19524264,2026-06-25 23:46:29
EJ-b0c32526c3,Mecidiyeköy Teraslı 2 + 1 Ferah Asansörlü Kiralık Daire,40.000 ₺,"İstanbul, Şişli",2+1,75 m²,25.06.2026,https://www.emlakjet.com/ilan/mecidiyekoy-terasli-2-1-ferah-asansorlu-kiralik-daire-19524263,2026-06-25 23:46:29
EJ-34a260bdb8,İskele Merkez Civarı Bahçeli Kiralık 3+1,25.000 ₺,"Yalova, Armutlu",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/iskele-merkez-civari-bahceli-kiralik-31-19524249,2026-06-25 23:46:29
EJ-082d7c0cee,"Gürsu Tokide Full Eşyalı, Masrafsız 2+1 Kiralık Daire",15.000 ₺,"Bursa, Gürsu",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/gursu-tokide-full-esyali-masrafsiz-21-kiralik-daire-19524248,2026-06-25 23:46:29
EJ-bf27ca095d,Atalar Mahallesi'nde 3+1 Net 125 M² | Yeni Boyalı | Bahçe İçinde,35.000 ₺,"Kocaeli, Körfez",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/atalar-mahallesi-nde-31-net-125-m-yeni-boyali-bahce-icinde-19524247,2026-06-25 23:46:29
EJ-06aa6f518c,Oyak Göksu Parkı Sitesinde 3+1full Yapılı Kiralık Daire,54.000 ₺,"Ankara, Etimesgut",3+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/oyak-goksu-parki-sitesinde-31full-yapili-kiralik-daire-19524223,2026-06-25 23:46:29
EJ-92f40b471b,Soğukkuyu Merkezı Bölgede Eşyalı Kıralık Klımalı 1 + 1 Daıre,25.000 ₺,"İzmir, Bayraklı",1+1,60 m²,25.06.2026,https://www.emlakjet.com/ilan/sogukkuyu-merkezi-bolgede-esyali-kiralik-klimali-1-1-daire-19524380,2026-06-25 23:46:32
EJ-db9fa8f566,Bizimyakadan Yenidoğanda Kiralık 1+1 Eşyalı,20.000 ₺,"İstanbul, Sancaktepe",1+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/bizimyakadan-yenidoganda-kiralik-11-esyali-19524375,2026-06-25 23:46:32
EJ-0021026d42,Muratpaşa'da Kiralık 1+1 Merkezi Konumlu Bodrum Daire,22.000 ₺,"İstanbul, Bayrampaşa",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/muratpasa-da-kiralik-11-merkezi-konumlu-bodrum-daire-19524374,2026-06-25 23:46:32
EJ-614ea6f416,S. Eyyübi Mah Kelebekler Vadisi Yakını Müstakil Tadında 3+1,21.000 ₺,"Konya, Selçuklu",3+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/s-eyyubi-mah-kelebekler-vadisi-yakini-mustakil-tadinda-31-19524370,2026-06-25 23:46:32
EJ-d198a8d9bc,Onkoloji Seyri Antep Kiralık,17.000 ₺,"Gaziantep, Şahinbey",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/onkoloji-seyri-antep-kiralik-19524353,2026-06-25 23:46:32
EJ-16c81c2a81,"Pınarbaşı’nda Sıfır Ayarında, Full Eşyalı Ve Müstakil Bahçeli Kiralık 3+1 Daire",45.000 ₺,"Aydın, Nazilli",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/pinarbasi-nda-sifir-ayarinda-full-esyali-ve-mustakil-bahceli-kiralik-31-daire-19524352,2026-06-25 23:46:32
EJ-cf0c56ec73,Görüklemin Merkezinde Geniş Daire,15.000 ₺,"Bursa, Nilüfer",1+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/goruklemin-merkezinde-genis-daire-19524350,2026-06-25 23:46:32
EJ-e8a6d5d2f0,Çankaya Sokullu Cad Niğde Sok.kiralık Arakat 3+1,36.000 ₺,"Ankara, Çankaya",3+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/cankaya-sokullu-cad-nigde-sok-kiralik-arakat-31-19524347,2026-06-25 23:46:32
EJ-8deda3e6d5,Tunalı'da Kiralık 2+1 Asansörlü Balkonlu Bakımlı Daire,19.000 ₺,"Eskişehir, Tepebaşı",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/tunali-da-kiralik-21-asansorlu-balkonlu-bakimli-daire-19524341,2026-06-25 23:46:32
EJ-c4b1181756,Çukurova Fırın Arkası Ana Yola Yakın Eşyalı Sıfır 1+1 Daire,18.000 ₺,"Adana, Sarıçam",1+1,45 m²,25.06.2026,https://www.emlakjet.com/ilan/cukurova-firin-arkasi-ana-yola-yakin-esyali-sifir-11-daire-19524338,2026-06-25 23:46:32
EJ-2c05859974,Üsküdar Murat Reis'de 2+1 Dubleks 130 M2 Kiralık Daire,75.000 ₺,"İstanbul, Üsküdar",2+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/uskudar-murat-reis-de-21-dubleks-130-m2-kiralik-daire-19524336,2026-06-25 23:46:32
EJ-4e8ee3955b,Sahibinden Kiralık Daire- Çarşı Merkeze Yürüme Mesafesinde,22.500 ₺,"Sakarya, Adapazarı",2+1,92 m²,25.06.2026,https://www.emlakjet.com/ilan/sahibinden-kiralik-daire-carsi-merkeze-yurume-mesafesinde-19524335,2026-06-25 23:46:32
EJ-f99adac51d,Eşme Merkezde 3+1 Doğalgazlı Lüks Daire,23.000 ₺,"Uşak, Eşme",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/esme-merkezde-31-dogalgazli-luks-daire-19524324,2026-06-25 23:46:32
EJ-64afc80730,Eşyalı Kiralık 1+1 Daire,30.500 ₺,"İstanbul, Pendik",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/esyali-kiralik-11-daire-19524321,2026-06-25 23:46:32
EJ-ccd89be3e5,Aras Cadde Sitesinde Sıfır 3+1 Kiralık,45.000 ₺,"İstanbul, Pendik",3+1,115 m²,25.06.2026,https://www.emlakjet.com/ilan/aras-cadde-sitesinde-sifir-31-kiralik-19524319,2026-06-25 23:46:32
EJ-c52721b72c,Miray Emlaktan İsabeylide Eşyalı Kiralık 1+1 Daire,12.000 ₺,"Aydın, Nazilli",1+1,60 m²,25.06.2026,https://www.emlakjet.com/ilan/miray-emlaktan-isabeylide-esyali-kiralik-11-daire-19524312,2026-06-25 23:46:32
EJ-f9796f983e,Rw Lıfe // Orhangazi Eşyalı Arakat Önü Açık 2+1 Kiralık Daire,25.000 ₺,"Eskişehir, Odunpazarı",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/rw-life-orhangazi-esyali-arakat-onu-acik-21-kiralik-daire-19524304,2026-06-25 23:46:32
EJ-1a476124dd,Necıp Fazıl Mah Metroya Yürüme Mesafesınde Kıralık Daıre,35.000 ₺,"İstanbul, Ümraniye",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/necip-fazil-mah-metroya-yurume-mesafesinde-kiralik-daire-19524294,2026-06-25 23:46:32
EJ-2aee3afe55,Menemen 9 Eylül Mahallesi İzban Yakını 1+1 Kiralık Daire,26.000 ₺,"İzmir, Menemen",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/menemen-9-eylul-mahallesi-izban-yakini-11-kiralik-daire-19524290,2026-06-25 23:46:32
EJ-8aa3526831,Emlak Center'dan Kiralık Muradiye Mah. 2+1 Açık Mutfak Arakat,22.000 ₺,"Manisa, Yunusemre",2+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/emlak-center-dan-kiralik-muradiye-mah-21-acik-mutfak-arakat-19524289,2026-06-25 23:46:32
EJ-f14e3b538f,Pelitli'de Sıfır Eşyalı 1+1 Kiralık Daire,18.000 ₺,"Trabzon, Ortahisar",1+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/pelitli-de-sifir-esyali-11-kiralik-daire-19524286,2026-06-25 23:46:32
EJ-4bf20269ef,Gebze Adem Yavuz Cadde Üstü Arakat 2+1 Asansörlü Kiralık,24.000 ₺,"Kocaeli, Gebze",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/gebze-adem-yavuz-cadde-ustu-arakat-21-asansorlu-kiralik-19524285,2026-06-25 23:46:32
EJ-da9a7a8074,Altınkule'den Güneypark-1 De Güney Vadi Manz. Kiralık 4+1 Daire,65.000 ₺,"Ankara, Çankaya",4+1,250 m²,25.06.2026,https://www.emlakjet.com/ilan/altinkule-den-guneypark-1-de-guney-vadi-manz-kiralik-41-daire-19524275,2026-06-25 23:46:32
EJ-f7f760b618,Görüklede Harika Konumda 2+1 Eşyalı Arakat Kiralık Daire,17.000 ₺,"Bursa, Nilüfer",2+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/goruklede-harika-konumda-21-esyali-arakat-kiralik-daire-19524273,2026-06-25 23:46:32
EJ-5c4f8886c6,W Property Yatay Mimariye Sahip Havuzlu Eşyalı Kiralık 3+1,420.000 ₺,"Mersin, Mezitli",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/w-property-yatay-mimariye-sahip-havuzlu-esyali-kiralik-31-19524265,2026-06-25 23:46:32
EJ-f0df370f74,Aydınlar Mahallesi Site İçerisinde 3+1 A.mutfak Kiralık Daire,26.500 ₺,"Adana, Seyhan",3+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/aydinlar-mahallesi-site-icerisinde-31-a-mutfak-kiralik-daire-19524264,2026-06-25 23:46:32
EJ-b0c32526c3,Mecidiyeköy Teraslı 2 + 1 Ferah Asansörlü Kiralık Daire,40.000 ₺,"İstanbul, Şişli",2+1,75 m²,25.06.2026,https://www.emlakjet.com/ilan/mecidiyekoy-terasli-2-1-ferah-asansorlu-kiralik-daire-19524263,2026-06-25 23:46:32
EJ-34a260bdb8,İskele Merkez Civarı Bahçeli Kiralık 3+1,25.000 ₺,"Yalova, Armutlu",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/iskele-merkez-civari-bahceli-kiralik-31-19524249,2026-06-25 23:46:32
EJ-082d7c0cee,"Gürsu Tokide Full Eşyalı, Masrafsız 2+1 Kiralık Daire",15.000 ₺,"Bursa, Gürsu",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/gursu-tokide-full-esyali-masrafsiz-21-kiralik-daire-19524248,2026-06-25 23:46:32
EJ-06aa6f518c,Oyak Göksu Parkı Sitesinde 3+1full Yapılı Kiralık Daire,54.000 ₺,"Ankara, Etimesgut",3+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/oyak-goksu-parki-sitesinde-31full-yapili-kiralik-daire-19524223,2026-06-25 23:46:32
EJ-dea5e10a8b,Brn Çelik İnşaat'tan Lüxx Site İçerisinde 7/24 Güvenlikli Memura,57.000 ₺,"İstanbul, Sultangazi",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/brn-celik-insaat-tan-luxx-site-icerisinde-7-24-guvenlikli-memura-19524181,2026-06-25 23:46:33
EJ-98d9ba611b,152 Evler Eğitim Caddesinde | Önü Bahçeli 2+1 Kiralık Daire,11.000 ₺,"Bursa, Yıldırım",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/152-evler-egitim-caddesinde-onu-bahceli-21-kiralik-daire-19524134,2026-06-25 23:46:33
EJ-656150b1e0,Sahibinden Metroya Yakın Site İçi,25.000 ₺,"İstanbul, Pendik",1+1,80 m²,25.06.2026,https://www.emlakjet.com/ilan/sahibinden-metroya-yakin-site-ici-19524121,2026-06-25 23:46:33
EJ-f69a0df0ee,2y Duman Emlak'tan Emniyete Jandarmaya Yakın 3+1 Kiralık Daire,16.500 ₺,"Gümüşhane, Merkez",3+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/2y-duman-emlak-tan-emniyete-jandarmaya-yakin-31-kiralik-daire-19524119,2026-06-25 23:46:33
EJ-0af55d8f54,Merkeze Yakın Kiralık 3+1 Daire,20.000 ₺,"Tokat, Niksar",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/merkeze-yakin-kiralik-31-daire-19524111,2026-06-25 23:46:33
